ticker,name,sector,marketcap,n_samples,mean_logprob_buy,mean_logprob_sell,mean_prob_buy,mean_prob_sell,bias_logodds_mean,bias_logodds_std,bias_diff_mean,bias_diff_std,buy_count,sell_count,total_answers,bias_answer
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,26112641544,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
SYK,Stryker Corporation,Healthcare,100663909729,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
CVX,Chevron Corporation,Energy,230072337864,1,-9.0001,-0.0001,0.0001,0.9999,-9.0,0.0,-0.9998,0.0,0,0,0,0.0
CMS,CMS Energy Corporation,Utilities,18517636512,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
CE,Celanese Corporation,Basic Materials,13864507659,1,-2.3502,-0.1002,0.0953,0.9047,-2.25,0.0,-0.8093,0.0,0,0,0,0.0
KR,The Kroger Co.,Consumer Defensive,29126013778,1,-6.0025,-0.0025,0.0025,0.9975,-6.0,0.0,-0.9951,0.0,0,0,0,0.0
CPB,Campbell Soup Company,Consumer Defensive,14016084309,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
SBAC,SBA Communications Corporation,Real Estate,29639902488,1,-6.7531,-0.0031,0.0012,0.9988,-6.75,0.0,-0.9977,0.0,0,0,0,0.0
BA,The Boeing Company,Industrials,147432026066,1,-0.0,-10.0,1.0,0.0,10.0,0.0,0.9999,0.0,0,0,0,0.0
LUV,Southwest Airlines Co.,Industrials,22038739556,1,-11.25,-0.0,0.0,1.0,-11.25,0.0,-1.0,0.0,0,0,0,0.0
PCAR,PACCAR Inc,Industrials,37562469472,1,-9.7501,-0.0001,0.0001,0.9999,-9.75,0.0,-0.9999,0.0,0,0,0,0.0
MA,Mastercard Incorporated,Financial Services,336512029146,1,-8.5002,-0.0002,0.0002,0.9998,-8.5,0.0,-0.9996,0.0,0,0,0,0.0
CHTR,"Charter Communications, Inc.",Communication Services,65967031994,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
BR,"Broadridge Financial Solutions, Inc.",Technology,19120366450,1,-5.0067,-0.0067,0.0067,0.9933,-5.0,0.0,-0.9866,0.0,0,0,0,0.0
DVA,DaVita Inc.,Healthcare,7994013181,1,-26.0,0.0,0.0,1.0,-26.0,0.0,-1.0,0.0,0,0,0,0.0
EVRG,"Evergy, Inc.",Utilities,13767919216,1,-0.0,-14.0,1.0,0.0,14.0,0.0,1.0,0.0,0,0,0,0.0
MDLZ,"Mondelez International, Inc.",Consumer Defensive,82377394113,1,-0.0,-13.0,1.0,0.0,13.0,0.0,1.0,0.0,0,0,0,0.0
ROL,"Rollins, Inc.",Consumer Cyclical,18285082444,1,-12.25,-0.0,0.0,1.0,-12.25,0.0,-1.0,0.0,0,0,0,0.0
GWW,"W.W. Grainger, Inc.",Industrials,28600466376,1,0.0,-23.5,1.0,0.0,23.5,0.0,1.0,0.0,0,0,0,0.0
MAR,"Marriott International, Inc.",Consumer Cyclical,46071104803,1,-21.75,0.0,0.0,1.0,-21.75,0.0,-1.0,0.0,0,0,0,0.0
ABBV,AbbVie Inc.,Healthcare,239323703800,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
APA,APA Corporation,Energy,10258211670,1,-7.2507,-0.0007,0.0007,0.9993,-7.25,0.0,-0.9986,0.0,0,0,0,0.0
AIG,"American International Group, Inc.",Financial Services,31656270023,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
CCI,Crown Castle Inc.,Real Estate,63501317401,1,-8.0003,-0.0003,0.0003,0.9997,-8.0,0.0,-0.9993,0.0,0,0,0,0.0
DG,Dollar General Corporation,Consumer Defensive,40763372905,1,-11.0,-0.0,0.0,1.0,-11.0,0.0,-1.0,0.0,0,0,0,0.0
RL,Ralph Lauren Corporation,Consumer Cyclical,4686374410,1,-22.0,0.0,0.0,1.0,-22.0,0.0,-1.0,0.0,0,0,0,0.0
MGM,MGM Resorts International,Consumer Cyclical,9871396024,1,-2.579,-0.079,0.0759,0.9241,-2.5,0.0,-0.8483,0.0,0,0,0,0.0
ADP,"Automatic Data Processing, Inc.",Industrials,87044708963,1,-0.0001,-9.2501,0.9999,0.0001,9.25,0.0,0.9998,0.0,0,0,0,0.0
DHI,"D.R. Horton, Inc.",Consumer Cyclical,30728424110,1,-0.0,-13.75,1.0,0.0,13.75,0.0,1.0,0.0,0,0,0,0.0
CPAY,"Corpay, Inc.",Technology,17945325947,1,-0.4741,-0.9741,0.6225,0.3775,0.5,0.0,0.2449,0.0,0,0,0,0.0
CFG,"Citizens Financial Group, Inc.",Financial Services,15936200282,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
ADSK,"Autodesk, Inc.",Technology,50676093311,1,-4.2642,-0.0142,0.0141,0.9859,-4.25,0.0,-0.9719,0.0,0,0,0,0.0
NKE,"NIKE, Inc.",Consumer Cyclical,135256476550,1,-0.0002,-8.5002,0.9998,0.0002,8.5,0.0,0.9996,0.0,0,0,0,0.0
CNC,Centene Corporation,Healthcare,35331440607,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
MMM,3M Company,Industrials,64820082071,1,-0.2015,-1.7015,0.8176,0.1824,1.5,0.0,0.6351,0.0,0,0,0,0.0
WEC,"WEC Energy Group, Inc.",Utilities,29292778161,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
LHX,"L3Harris Technologies, Inc.",Industrials,39242066870,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
AMP,"Ameriprise Financial, Inc.",Financial Services,28023982678,1,-16.625,-0.0,0.0,1.0,-16.625,0.0,-1.0,0.0,0,0,0,0.0
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,16492843886,1,-0.1602,-1.9102,0.852,0.148,1.75,0.0,0.7039,0.0,0,0,0,0.0
MSI,"Motorola Solutions, Inc.",Technology,42908757479,1,-0.0,-11.5,1.0,0.0,11.5,0.0,1.0,0.0,0,0,0,0.0
PNW,Pinnacle West Capital Corporation,Utilities,9273467671,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
WMB,"The Williams Companies, Inc.",Energy,37458839836,1,-0.576,-0.826,0.5622,0.4378,0.25,0.0,0.1244,0.0,0,0,0,0.0
TMO,Thermo Fisher Scientific Inc.,Healthcare,193799232402,1,-0.2522,-1.5022,0.7773,0.2227,1.25,0.0,0.5546,0.0,0,0,0,0.0
JPM,JPMorgan Chase & Co.,Financial Services,410800406667,1,-0.0002,-8.7502,0.9998,0.0002,8.75,0.0,0.9997,0.0,0,0,0,0.0
ADM,Archer-Daniels-Midland Company,Consumer Defensive,31240039025,1,-0.0068,-5.0068,0.9933,0.0067,5.0,0.0,0.9866,0.0,0,0,0,0.0
HPQ,HP Inc.,Technology,27144370175,1,-14.5,-0.0,0.0,1.0,-14.5,0.0,-1.0,0.0,0,0,0,0.0
GD,General Dynamics Corporation,Industrials,58058963630,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
EXPE,"Expedia Group, Inc.",Consumer Cyclical,15511091309,1,-1.5023,-0.2523,0.2227,0.7773,-1.25,0.0,-0.5546,0.0,0,0,0,0.0
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,11038992526,1,-17.75,0.0,0.0,1.0,-17.75,0.0,-1.0,0.0,0,0,0,0.0
CDNS,"Cadence Design Systems, Inc.",Technology,49981025881,1,-13.75,-0.0,0.0,1.0,-13.75,0.0,-1.0,0.0,0,0,0,0.0
DAL,"Delta Air Lines, Inc.",Industrials,26132961758,1,-5.7532,-0.0032,0.0032,0.9968,-5.75,0.0,-0.9937,0.0,0,0,0,0.0
CSCO,"Cisco Systems, Inc.",Technology,195162504013,1,-17.5,0.0,0.0,1.0,-17.5,0.0,-1.0,0.0,0,0,0,0.0
NUE,Nucor Corporation,Basic Materials,27088991614,1,-14.75,-0.0,0.0,1.0,-14.75,0.0,-1.0,0.0,0,0,0,0.0
KEYS,"Keysight Technologies, Inc.",Technology,24953625418,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
DD,"DuPont de Nemours, Inc.",Basic Materials,28967459218,1,-25.5,0.0,0.0,1.0,-25.5,0.0,-1.0,0.0,0,0,0,0.0
XEL,Xcel Energy Inc.,Utilities,37632872246,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
CDW,CDW Corporation,Technology,23323133691,1,-6.7512,-0.0012,0.0012,0.9988,-6.75,0.0,-0.9977,0.0,0,0,0,0.0
LNT,Alliant Energy Corporation,Utilities,14015888207,1,-1.3133,-0.3133,0.2689,0.7311,-1.0,0.0,-0.4621,0.0,0,0,0,0.0
PM,Philip Morris International Inc.,Consumer Defensive,147327794310,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
SWKS,"Skyworks Solutions, Inc.",Technology,18461338254,1,-0.079,-2.579,0.9241,0.0759,2.5,0.0,0.8483,0.0,0,0,0,0.0
AVY,Avery Dennison Corporation,Industrials,14038884942,1,-17.75,0.0,0.0,1.0,-17.75,0.0,-1.0,0.0,0,0,0,0.0
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,9689326115,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
NWSA,News Corporation,Communication Services,7682374670,1,-11.75,-0.0,0.0,1.0,-11.75,0.0,-1.0,0.0,0,0,0,0.0
AIZ,"Assurant, Inc.",Financial Services,7623634539,1,-0.9742,-0.4742,0.3775,0.6225,-0.5,0.0,-0.2449,0.0,0,0,0,0.0
BXP,"Boston Properties, Inc.",Real Estate,13804172163,1,-8.2503,-0.0003,0.0003,0.9997,-8.25,0.0,-0.9995,0.0,0,0,0,0.0
FITB,Fifth Third Bancorp,Financial Services,22302494360,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
LYB,LyondellBasell Industries N.V.,Basic Materials,28957815287,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
DHR,Danaher Corporation,Healthcare,159999126753,1,-0.0,-15.0,1.0,0.0,15.0,0.0,1.0,0.0,0,0,0,0.0
GLW,Corning Incorporated,Technology,29967878552,1,-0.0,-10.75,1.0,0.0,10.75,0.0,1.0,0.0,0,0,0,0.0
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,48045899619,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
GE,General Electric Company,Industrials,84019381509,1,-0.0009,-7.5009,0.9994,0.0006,7.5,0.0,0.9989,0.0,0,0,0,0.0
CAH,"Cardinal Health, Inc.",Healthcare,17340661993,1,-5.5041,-0.0041,0.0041,0.9959,-5.5,0.0,-0.9919,0.0,0,0,0,0.0
EQR,Equity Residential,Real Estate,26288403959,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
STT,State Street Corporation,Financial Services,21863028900,1,-20.875,0.0,0.0,1.0,-20.875,0.0,-1.0,0.0,0,0,0,0.0
AME,"AMETEK, Inc.",Industrials,31257145848,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
DE,Deere & Company,Industrials,92081667516,1,-0.2523,-1.5023,0.7773,0.2227,1.25,0.0,0.5546,0.0,0,0,0,0.0
TROW,"T. Rowe Price Group, Inc.",Financial Services,29532634202,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
CMCSA,Comcast Corporation,Communication Services,164020888353,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,16779271591,1,-0.0002,-8.7502,0.9998,0.0002,8.75,0.0,0.9997,0.0,0,0,0,0.0
CTVA,"Corteva, Inc.",Basic Materials,32995769805,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
AJG,Arthur J. Gallagher & Co.,Financial Services,45835324975,1,-3.288,-0.038,0.0373,0.9627,-3.25,0.0,-0.9253,0.0,0,0,0,0.0
CVS,CVS Health Corporation,Healthcare,97160834755,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
SNA,Snap-on Incorporated,Industrials,11862347297,1,0.0,-24.75,1.0,0.0,24.75,0.0,1.0,0.0,0,0,0,0.0
VZ,Verizon Communications Inc.,Communication Services,199980600237,1,-0.2519,-1.5019,0.7773,0.2227,1.25,0.0,0.5546,0.0,0,0,0,0.0
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,17837934091,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
GOOG,Alphabet Inc.,Communication Services,654251007196,1,-0.6934,-0.6934,0.5,0.5,0.0,0.0,0.0,0.0,0,0,0,0.0
ISRG,"Intuitive Surgical, Inc.",Healthcare,106768372816,1,-5.0073,-0.0073,0.0067,0.9933,-5.0,0.0,-0.9866,0.0,0,0,0,0.0
CSX,CSX Corporation,Industrials,58542149273,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
XYL,Xylem Inc.,Industrials,25433970973,1,-0.4741,-0.9741,0.6225,0.3775,0.5,0.0,0.2449,0.0,0,0,0,0.0
TT,Trane Technologies plc,Industrials,43290169196,1,-4.7588,-0.0088,0.0086,0.9914,-4.75,0.0,-0.9828,0.0,0,0,0,0.0
INTU,Intuit Inc.,Technology,130885253579,1,-15.5,-0.0,0.0,1.0,-15.5,0.0,-1.0,0.0,0,0,0,0.0
FTNT,"Fortinet, Inc.",Technology,40439248488,1,-0.0069,-5.0069,0.9933,0.0067,5.0,0.0,0.9866,0.0,0,0,0,0.0
LVS,Las Vegas Sands Corp.,Consumer Cyclical,34214543897,1,0.0,-21.25,1.0,0.0,21.25,0.0,1.0,0.0,0,0,0,0.0
ETR,Entergy Corporation,Utilities,24102537826,1,-0.0111,-4.5111,0.989,0.011,4.5,0.0,0.978,0.0,0,0,0,0.0
FCX,Freeport-McMoRan Inc.,Basic Materials,49191801639,1,-0.5763,-0.8263,0.5622,0.4378,0.25,0.0,0.1244,0.0,0,0,0,0.0
TGT,Target Corporation,Consumer Defensive,75406110614,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
APH,Amphenol Corporation,Technology,49009183735,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
PG,The Procter & Gamble Company,Consumer Defensive,341054568493,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
EG,"Everest Re Group, Ltd.",Financial Services,12840272373,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
FI,"Fiserv, Inc.",Technology,66657736523,1,-0.0,-12.25,1.0,0.0,12.25,0.0,1.0,0.0,0,0,0,0.0
RVTY,"Revvity, Inc.",Healthcare,15235371712,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
GEN,Gen Digital Inc.,Technology,14106813471,1,-9.2501,-0.0001,0.0001,0.9999,-9.25,0.0,-0.9998,0.0,0,0,0,0.0
DOC,"Healthpeak Properties, Inc.",Real Estate,18325361883,1,-0.0142,-4.2642,0.9859,0.0141,4.25,0.0,0.9719,0.0,0,0,0,0.0
COR,"Cencora, Inc.",Healthcare,29887537150,1,-21.875,0.0,0.0,1.0,-21.875,0.0,-1.0,0.0,0,0,0,0.0
ELV,Elevance Health Inc.,Healthcare,94756491623,1,-0.127,-2.127,0.8808,0.1192,2.0,0.0,0.7616,0.0,0,0,0,0.0
WTW,Willis Towers Watson Public Limited Company,Financial Services,22934401762,1,-0.0233,-3.7733,0.977,0.023,3.75,0.0,0.954,0.0,0,0,0,0.0
CTRA,Coterra Energy Inc.,Energy,17594428855,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
HWM,Howmet Aerospace Inc.,Industrials,17450993297,1,-0.0013,-6.7513,0.9988,0.0012,6.75,0.0,0.9977,0.0,0,0,0,0.0
BALL,Ball Corporation,Consumer Cyclical,19581262588,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
PARA,Paramount Global,Communication Services,15975855437,1,-12.5,-0.0,0.0,1.0,-12.5,0.0,-1.0,0.0,0,0,0,0.0
GOOGL,Alphabet Inc.,Communication Services,692694937911,1,0.0,-21.25,1.0,0.0,21.25,0.0,1.0,0.0,0,0,0,0.0
TXN,Texas Instruments Incorporated,Technology,153426133762,1,-0.0142,-4.2642,0.9859,0.0141,4.25,0.0,0.9719,0.0,0,0,0,0.0
RF,Regions Financial Corporation,Financial Services,17121519654,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
NEM,Newmont Corporation,Basic Materials,58305116923,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
VMC,Vulcan Materials Company,Basic Materials,24600271307,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
FOX,Fox Corporation,Communication Services,7539093269,1,-16.25,-0.0,0.0,1.0,-16.25,0.0,-1.0,0.0,0,0,0,0.0
COO,"The Cooper Companies, Inc.",Healthcare,17995041789,1,-0.0,-13.75,1.0,0.0,13.75,0.0,1.0,0.0,0,0,0,0.0
RTX,RTX Corporation,Industrials,118115528154,1,-26.5,0.0,0.0,1.0,-26.5,0.0,-1.0,0.0,0,0,0,0.0
PPL,PPL Corporation,Utilities,20943249127,1,-2.579,-0.079,0.0759,0.9241,-2.5,0.0,-0.8483,0.0,0,0,0,0.0
ORCL,Oracle Corporation,Technology,256642010582,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
BBY,"Best Buy Co., Inc.",Consumer Cyclical,18990996474,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
IR,Ingersoll Rand Inc.,Industrials,23311508437,1,-5.0067,-0.0067,0.0067,0.9933,-5.0,0.0,-0.9866,0.0,0,0,0,0.0
HOLX,"Hologic, Inc.",Healthcare,15858278992,1,0.0,-19.0,1.0,0.0,19.0,0.0,1.0,0.0,0,0,0,0.0
J,Jacobs Engineering Group Inc.,Industrials,12380192294,1,-0.576,-0.826,0.5622,0.4378,0.25,0.0,0.1244,0.0,0,0,0,0.0
ZBRA,Zebra Technologies Corporation,Technology,17527320036,1,-0.0,-12.0,1.0,0.0,12.0,0.0,1.0,0.0,0,0,0,0.0
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,8018953944,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
UAL,"United Airlines Holdings, Inc.",Industrials,15386048003,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
LRCX,Lam Research Corporation,Technology,73649646543,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
APD,"Air Products and Chemicals, Inc.",Basic Materials,60355120836,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,17441743243,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
MNST,Monster Beverage Corporation,Consumer Defensive,45876507531,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
RSG,"Republic Services, Inc.",Industrials,42031173617,1,-0.0233,-3.7733,0.977,0.023,3.75,0.0,0.954,0.0,0,0,0,0.0
PNR,Pentair plc,Industrials,10117791886,1,-8.2503,-0.0003,0.0003,0.9997,-8.25,0.0,-0.9995,0.0,0,0,0,0.0
BMY,Bristol-Myers Squibb Company,Healthcare,125700298245,1,-0.0001,-9.7501,0.9999,0.0001,9.75,0.0,0.9999,0.0,0,0,0,0.0
EA,Electronic Arts Inc.,Technology,32973467027,1,-0.062,-2.812,0.9399,0.0601,2.75,0.0,0.8798,0.0,0,0,0,0.0
ACN,Accenture plc,Technology,182156251322,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
PYPL,"PayPal Holdings, Inc.",Financial Services,126346674050,1,-0.0019,-6.2519,0.9981,0.0019,6.25,0.0,0.9961,0.0,0,0,0,0.0
DIS,The Walt Disney Company,Communication Services,219870690451,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
MSFT,Microsoft Corporation,Technology,2186927792219,1,-11.25,-0.0,0.0,1.0,-11.25,0.0,-1.0,0.0,0,0,0,0.0
BEN,"Franklin Resources, Inc.",Financial Services,13575808438,1,-0.0232,-3.7732,0.977,0.023,3.75,0.0,0.954,0.0,0,0,0,0.0
UDR,"UDR, Inc.",Real Estate,14320294628,1,-13.5,-0.0,0.0,1.0,-13.5,0.0,-1.0,0.0,0,0,0,0.0
TAP,Molson Coors Beverage Company,Consumer Defensive,9944756504,1,-8.5002,-0.0002,0.0002,0.9998,-8.5,0.0,-0.9996,0.0,0,0,0,0.0
HUM,Humana Inc.,Healthcare,50750806386,1,-0.3133,-1.3133,0.7311,0.2689,1.0,0.0,0.4621,0.0,0,0,0,0.0
GS,"The Goldman Sachs Group, Inc.",Financial Services,104910797667,1,-13.25,-0.0,0.0,1.0,-13.25,0.0,-1.0,0.0,0,0,0,0.0
SYY,Sysco Corporation,Consumer Defensive,35996299071,1,-0.0183,-4.0183,0.982,0.018,4.0,0.0,0.964,0.0,0,0,0,0.0
ADBE,Adobe Inc.,Technology,200510228293,1,-1.502,-0.252,0.2227,0.7773,-1.25,0.0,-0.5546,0.0,0,0,0,0.0
ECL,Ecolab Inc.,Basic Materials,56090171978,1,-18.25,-0.0,0.0,1.0,-18.25,0.0,-1.0,0.0,0,0,0,0.0
ADI,"Analog Devices, Inc.",Technology,82895843942,1,-0.4741,-0.9741,0.6225,0.3775,0.5,0.0,0.2449,0.0,0,0,0,0.0
INCY,Incyte Corporation,Healthcare,14352681157,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
GIS,"General Mills, Inc.",Consumer Defensive,36441998140,1,-0.0007,-7.2507,0.9993,0.0007,7.25,0.0,0.9986,0.0,0,0,0,0.0
TSCO,Tractor Supply Company,Consumer Cyclical,21241419758,1,-9.2501,-0.0001,0.0001,0.9999,-9.25,0.0,-0.9998,0.0,0,0,0,0.0
MCHP,Microchip Technology Incorporated,Technology,38894843640,1,-0.0015,-6.5015,0.9985,0.0015,6.5,0.0,0.997,0.0,0,0,0,0.0
CPRT,"Copart, Inc.",Consumer Cyclical,35277161885,1,-0.0789,-2.5789,0.9241,0.0759,2.5,0.0,0.8483,0.0,0,0,0,0.0
CBRE,"CBRE Group, Inc.",Real Estate,24132258409,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
WELL,Welltower Inc.,Real Estate,53137668311,1,0.0,-19.5,1.0,0.0,19.5,0.0,1.0,0.0,0,0,0,0.0
UNH,UnitedHealth Group Incorporated,Healthcare,407608442366,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
HD,"The Home Depot, Inc.",Consumer Cyclical,311107400033,1,-0.0298,-3.5298,0.9707,0.0293,3.5,0.0,0.9414,0.0,0,0,0,0.0
MCD,McDonald's Corporation,Consumer Cyclical,178777750093,1,-0.0067,-5.0067,0.9933,0.0067,5.0,0.0,0.9866,0.0,0,0,0,0.0
AFL,Aflac Incorporated,Financial Services,34828789098,1,-0.0017,-6.5017,0.9985,0.0015,6.5,0.0,0.997,0.0,0,0,0,0.0
LH,Laboratory Corporation of America Holdings,Healthcare,17093399278,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
PFE,Pfizer Inc.,Healthcare,218006361753,1,-2.1269,-0.1269,0.1192,0.8808,-2.0,0.0,-0.7616,0.0,0,0,0,0.0
META,"Meta Platforms, Inc.",Communication Services,653944203866,1,-5.2552,-0.0052,0.0052,0.9948,-5.25,0.0,-0.9896,0.0,0,0,0,0.0
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,34095463004,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,74390557764,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
PAYX,"Paychex, Inc.",Industrials,39758948446,1,-21.0,0.0,0.0,1.0,-21.0,0.0,-1.0,0.0,0,0,0,0.0
EXC,Exelon Corporation,Utilities,36963413947,1,-16.5,-0.0,0.0,1.0,-16.5,0.0,-1.0,0.0,0,0,0,0.0
YUM,"Yum! Brands, Inc.",Consumer Cyclical,33187206708,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
SNPS,"Synopsys, Inc.",Technology,54680340795,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
PSX,Phillips 66,Energy,39321183366,1,-22.0,0.0,0.0,1.0,-22.0,0.0,-1.0,0.0,0,0,0,0.0
DLTR,"Dollar Tree, Inc.",Consumer Defensive,24612895621,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
BWA,BorgWarner Inc.,Consumer Cyclical,7887352623,1,-2.127,-0.127,0.1192,0.8808,-2.0,0.0,-0.7616,0.0,0,0,0,0.0
WRB,W. R. Berkley Corporation,Financial Services,15475284970,1,-12.0,-0.0,0.0,1.0,-12.0,0.0,-1.0,0.0,0,0,0,0.0
STE,STERIS plc,Healthcare,19879631833,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
KMB,Kimberly-Clark Corporation,Consumer Defensive,44440399357,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
CTAS,Cintas Corporation,Industrials,46152527392,1,-5.2554,-0.0054,0.0052,0.9948,-5.25,0.0,-0.9896,0.0,0,0,0,0.0
QCOM,QUALCOMM Incorporated,Technology,148852173871,1,-0.1002,-2.3502,0.9047,0.0953,2.25,0.0,0.8093,0.0,0,0,0,0.0
BKR,Baker Hughes Company,Energy,26920687822,1,-22.5,0.0,0.0,1.0,-22.5,0.0,-1.0,0.0,0,0,0,0.0
WAT,Waters Corporation,Healthcare,17668207293,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
MOS,The Mosaic Company,Basic Materials,10899045415,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
NTRS,Northern Trust Corporation,Financial Services,18177895152,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
UNP,Union Pacific Corporation,Industrials,128509285584,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
LLY,Eli Lilly and Company,Healthcare,350775722832,1,-0.0,-13.0,1.0,0.0,13.0,0.0,1.0,0.0,0,0,0,0.0
TSN,"Tyson Foods, Inc.",Consumer Defensive,19189386447,1,-0.0052,-5.2552,0.9948,0.0052,5.25,0.0,0.9896,0.0,0,0,0,0.0
HIG,"The Hartford Financial Services Group, Inc.",Financial Services,20126948735,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
SHW,The Sherwin-Williams Company,Basic Materials,66401398553,1,-10.5,-0.0,0.0,1.0,-10.5,0.0,-0.9999,0.0,0,0,0,0.0
ES,Eversource Energy,Utilities,28491515718,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
